Tag,TextLength,Punctuation,NegativeKeywordRatio,PositiveClassCount,RelativeTagDepth,SimilarAncestorRatio,TextToTagRatio,PreviousClassification,Position,AncestorTags,Output
span,27,0,0,0,-1,0.5555556,3,False,0.2164976,327680,False
a,43,1,0,0,1,0.8571429,4.3,False,0.216577,327680,False
span,9,0,0,0,-1,1,1,False,0.2167726,327680,False
title,9,0,0,0,1,0.6666667,0.9,False,0.2169314,21299200,False
desc,15,1,0,0,0,0.7777778,1.5,False,0.216965,17104896,False
a,17,0,0,0,-2,0.75,2.125,False,0.2180978,327680,False
a,16,0,0,0,0,1,2,False,0.2182034,327680,False
div,19,0,0,0,-1,0.8333333,2.714286,False,0.2182198,327680,False
a,9,0,0,0,1,0.8333333,1.125,False,0.2182812,327680,False
div,42,2,0,0,-1,0.8333333,6,False,0.2182918,327680,False
span,6,0,0,0,0,0.5714286,0.8571429,False,0.2200688,65536,False
h2,16,0,0,0,0,0.5714286,2.285714,False,0.2204339,65536,False
span,33,0,0,0,3,0.4444444,3.3,False,0.2210215,65536,False
span,34,0,0,0,0,1,3.4,False,0.2215151,65536,False
title,58,1,0,0,4,0,14.5,False,4.665527E-05,1077936128,False
a,20,0,0,0,0,0.3333333,5,False,0.03488013,0,False
title,5,0,0,0,2,0.4285714,0.8333333,False,0.03523864,88080384,False
title,4,0,0,0,0,1,0.6666667,False,0.04445674,88080384,False
title,10,1,0,0,0,1,1.666667,False,0.04466382,88080384,False
title,2,0,0,0,0,1,0.3333333,False,0.05122257,88080384,False
title,3,0,0,0,0,1,0.5,False,0.05164738,88080384,False
span,22,0,0,0,5,0.3,2,False,0.05704138,2162688,False
span,6,0,0,0,0,1,0.5454546,False,0.06040384,2162688,False
h2,28,0,0,0,-2,0.625,3.111111,False,0.0604996,2162688,False
title,31,0,0,0,4,0.4545455,2.384615,False,0.06070833,23134208,False
title,32,0,0,0,0,1,2.461539,False,0.06091459,23134208,False
title,31,0,0,0,0,1,2.384615,False,0.0611184,23134208,False
title,33,0,0,0,0,1,2.538461,False,0.06131648,23134208,False
title,39,2,0,0,0,1,3,False,0.06150228,23134208,False
a,27,0,0,0,-2,0.8,2.454545,False,0.06177239,2162688,False
span,17,0,0,0,1,0.6666667,1.416667,False,0.06213581,2162688,False
a,6,0,0,0,1,0.6666667,0.4615385,False,0.06238218,2162688,False
a,7,0,0,0,0,1,0.5384616,False,0.06256881,2162688,False
h2,11,0,0,0,-2,0.5555556,1,False,0.06274806,2162688,False
span,6,0,0,0,1,0.625,0.5,False,0.06284628,35717120,False
title,6,0,0,0,1,0.6666667,0.4615385,False,0.06292895,56688640,False
h2,23,0,0,0,-3,0.5,2.3,False,0.06315322,2293760,False
a,50,0,0,0,2,0.6,4.166667,False,0.06334394,2293760,False
a,50,0,0,0,0,1,4.166667,False,0.06369426,2293760,False
a,55,0,0,0,0,1,4.583333,False,0.06404295,2293760,False
a,28,0,0,0,0,1,2.333333,False,0.06425495,2293760,False
a,44,0,0,0,-1,0.7,4,False,0.06511193,65536,False
a,7,0,0,0,3,1,0.5,False,0.06556047,65536,False
a,6,0,0,0,0,1,0.4285714,False,0.06574382,65536,False
a,6,0,0,0,0,1,0.4285714,False,0.06592635,65536,False
a,7,0,0,0,0,1,0.5,False,0.06610969,65536,False
a,10,1,0,0,0,1,0.7142857,False,0.06629059,65536,False
a,7,0,0,0,0,1,0.5,False,0.06663354,65536,False
a,11,0,0,0,0,1,0.7857143,False,0.06681362,65536,False
a,11,0,0,0,0,1,0.7857143,False,0.0669986,65536,False
a,8,0,0,0,0,1,0.5714286,False,0.06718194,65536,False
a,12,0,0,0,0,1,0.8571429,False,0.06752245,65536,False
a,13,0,0,0,0,1,0.9285714,False,0.06770661,65536,False
a,7,0,0,0,0,1,0.5,False,0.0678957,65536,False
a,13,0,0,0,0,1,0.9285714,False,0.06807576,65536,False
span,38,0,0,0,-3,0.7777778,3.454545,False,0.0683958,65536,False
a,18,0,0,0,3,0.7777778,1.285714,False,0.06882716,65536,False
a,18,0,0,0,0,1,1.285714,False,0.06902606,65536,False
a,17,0,0,0,0,1,1.214286,False,0.06921268,65536,False
a,12,0,0,0,0,1,0.8571429,False,0.06955564,65536,False
a,4,0,0,0,0,1,0.2857143,False,0.06972589,65536,False
a,47,0,0,0,-3,1,4.272727,False,0.07006393,65536,False
button,1,0,0,0,-1,0.6666667,0.1,False,0.07021209,33619968,False
p,12,0,0,0,0,0.4,1.2,False,0.07090782,65736,False
span,11,0,0,0,3,0.5454546,0.8461539,False,0.0710838,65728,False
h1,53,0,0,0,-3,0.5454546,5.3,False,0.07122049,65728,False
p,31,0,0,0,-1,0.75,3.444444,False,0.07130971,65736,False
span,28,0,0,0,1,0.75,2.8,False,0.07139156,65728,False
span,12,0,0,0,3,0.875,0.9230769,False,0.07157573,65728,False
a,13,0,0,0,0,1,1,False,0.07168377,65728,False
time,43,2,0,0,-1,0.7777778,3.583333,False,0.07184666,65728,False
h2,16,0,0,0,-3,0.6666667,1.777778,False,0.07242944,65728,False
span,22,0,0,0,3,0.5454546,1.833333,False,0.07288944,65728,False
span,21,0,0,0,0,1,1.75,False,0.07344767,65728,False
span,5,0,1,0,0,1,0.4166667,False,0.07446508,65728,False
span,19,0,1,0,0,1,1.583333,False,0.07450028,65728,False
strong,5,0,1,0,0,0.5,0.4166667,False,0.07469754,66240,False
span,24,0,0,0,0,0.7777778,2,False,0.07473601,65728,False
span,53,0,0,0,0,1,4.416667,False,0.0747753,65728,False
span,6,0,1,0,2,0.6363636,0.4285714,False,0.07608819,65728,False
span,6,0,0,0,0,1,0.4285714,False,0.07675037,65728,False
span,9,0,0,0,0,1,0.6428571,False,0.07746002,65728,False
span,5,0,0,0,0,1,0.3571429,False,0.07802971,65728,False
figcaption,8,0,0,0,-3,0.5833333,0.7272727,False,0.08199622,65984,False
cite,12,0,0,0,0,0.8,1.090909,False,0.08203715,65728,False
p,137,1,0,0,-1,0.6,13.7,False,0.082128,65736,True
a,11,0,0,0,1,0.875,1,True,0.08233017,65736,True
p,76,1,0,0,-1,0.875,7.6,True,0.08234245,65736,True
a,5,0,0,0,1,0.875,0.4545455,True,0.0824816,65736,True
p,5,0,0,0,-1,0.875,0.5,True,0.08248897,65736,True
a,26,0,0,0,1,0.875,2.363636,True,0.08257164,65736,True
p,22,1,0,0,-1,0.875,2.2,True,0.08259619,65736,True
p,368,8,0,0,0,1,36.8,True,0.08263057,65736,True
p,161,2,0,0,0,1,16.1,True,0.08294816,65736,True
a,76,0,0,0,1,0.875,6.909091,True,0.08315524,65736,True
p,182,9,0,0,-1,0.875,18.2,True,0.08322072,65736,True
p,105,4,0,0,0,1,10.5,True,0.08338606,65736,True
p,492,19,0,0,0,1,49.2,True,0.08348837,65736,True
span,37,0,0,0,4,0.6,2.642857,True,0.08465394,65728,False
h3,34,0,0,0,-1,0.8888889,2.615385,False,0.0846924,65728,False
span,6,0,0,0,4,0.6363636,0.3529412,False,0.08519825,134283456,False
strong,10,2,0,0,1,0.9090909,0.5555556,False,0.08525391,134283968,False
div,40,1,0,0,-3,0.7272727,2.666667,False,0.08552647,65728,False
a,14,0,0,0,1,0.8888889,0.875,False,0.08560587,65728,False
div,68,1,0,0,-1,0.8888889,4.533333,False,0.0856206,65728,False
button,9,0,0,0,0,0.8888889,0.6,False,0.08572292,33620160,False
p,387,11,0,0,-5,0.6,38.7,False,0.08578921,65736,True
p,182,2,0,0,0,1,18.2,True,0.08612235,65736,True
span,31,0,0,0,3,0.6,2.384615,True,0.08847148,65728,False
span,39,1,0,0,3,0.6666667,2.4375,False,0.09142795,65728,False
span,70,2,0,0,0,1,4.375,False,0.09152044,65728,False
span,33,0,0,0,0,1,2.0625,False,0.09413805,65728,False
span,83,1,0,0,0,1,5.1875,False,0.09422563,65728,False
span,37,0,0,0,-3,0.5833333,2.846154,False,0.09543294,65728,False
h2,34,0,0,0,-1,0.875,2.833333,False,0.09547141,65728,False
span,6,0,0,0,4,0.6,0.375,False,0.09594861,134283456,False
strong,10,2,0,0,1,0.9,0.5882353,False,0.09600426,134283968,False
div,40,1,0,0,-3,0.7,2.857143,False,0.09627683,65728,False
a,14,0,0,0,1,0.875,0.9333333,False,0.09635622,65728,False
div,68,1,0,0,-1,0.875,4.857143,False,0.09637096,65728,False
button,9,0,0,0,0,0.875,0.6428571,False,0.09647327,33620160,False
h4,19,3,0,0,-3,0.6,1.727273,False,0.104268,536936640,False
span,10,0,0,0,0,0.6,0.9090909,False,0.1044047,65728,False
a,67,1,0,0,3,0.7777778,4.785714,False,0.1053803,65728,False
p,43,0,0,0,-1,0.6666667,3.307692,False,0.1055146,65736,False
span,28,0,0,0,1,0.75,2,False,0.1056873,65728,False
span,12,0,0,0,3,0.875,0.7058824,False,0.1058714,65728,False
a,33,0,0,0,-3,0.7777778,2.357143,False,0.1073292,65728,False
p,83,1,0,0,-1,0.6666667,6.384615,False,0.1074356,65736,False
span,28,0,0,0,1,0.75,2,False,0.1076419,65728,False
span,12,0,0,0,3,0.875,0.7058824,False,0.1078261,65728,False
span,1,0,1,0,1,1,0.05555556,False,0.1082672,65728,False
span,7,0,0,0,0,1,0.3888889,False,0.1083106,65728,False
span,8,0,0,0,0,1,0.4444444,False,0.1083745,65728,False
span,3,0,0,0,1,1,0.1578947,False,0.1084776,65728,False
a,59,1,0,0,-5,0.7777778,4.214286,False,0.109919,65728,False
p,94,2,0,0,-1,0.6666667,7.230769,False,0.1100467,65736,False
span,28,0,0,0,1,0.75,2,False,0.1102619,65728,False
span,12,0,0,0,3,0.875,0.7058824,False,0.1104461,65728,False
span,1,0,1,0,1,1,0.05555556,False,0.1109037,65728,False
span,7,0,0,0,0,1,0.3888889,False,0.110947,65728,False
span,8,0,0,0,0,1,0.4444444,False,0.1110109,65728,False
span,3,0,0,0,1,1,0.1578947,False,0.111114,65728,False
a,70,0,0,0,-5,0.7777778,5,False,0.1123426,65728,False
p,92,1,0,0,-1,0.6666667,7.076923,False,0.1124793,65736,False
span,28,0,0,0,1,0.75,2,False,0.1126929,65728,False
span,12,0,0,0,3,0.875,0.7058824,False,0.1128771,65728,False
a,48,1,0,0,-3,0.7777778,3.428571,False,0.1141663,65728,False
p,75,1,0,0,-1,0.6666667,5.769231,False,0.1142849,65736,False
span,28,0,0,0,1,0.75,2,False,0.1144847,65728,False
span,12,0,0,0,3,0.875,0.7058824,False,0.1146688,65728,False
span,1,0,1,0,1,1,0.05555556,False,0.1151215,65728,False
span,7,0,0,0,0,1,0.3888889,False,0.1151648,65728,False
span,8,0,0,0,0,1,0.4444444,False,0.1152287,65728,False
span,3,0,0,0,1,1,0.1578947,False,0.1153318,65728,False
a,39,1,0,0,-5,0.7777778,2.785714,False,0.1169991,65728,False
p,70,2,0,0,-1,0.6666667,5.384615,False,0.1171105,65736,False
span,28,0,0,0,1,0.75,2,False,0.1173061,65728,False
span,12,0,0,0,3,0.875,0.7058824,False,0.1174902,65728,False
span,1,0,1,0,1,1,0.05555556,False,0.1179445,65728,False
span,7,0,0,0,0,1,0.3888889,False,0.1179879,65728,False
span,8,0,0,0,0,1,0.4444444,False,0.1180517,65728,False
span,3,0,0,0,1,1,0.1578947,False,0.1181549,65728,False
span,6,0,0,0,-10,0.6666667,0.6666667,False,0.1204328,327680,False
a,12,0,0,0,1,0.6666667,1.2,False,0.1206153,327680,False
a,14,0,0,0,0,1,1.4,False,0.1207103,327680,False
a,13,0,0,0,0,1,1.3,False,0.120806,327680,False
a,15,0,0,0,0,1,1.5,False,0.1209026,327680,False
a,26,0,0,0,0,1,2.6,False,0.1210049,327680,False
a,7,0,0,0,0,1,0.7,False,0.1211261,327680,False
a,13,0,0,0,0,1,1.3,False,0.1211899,327680,False
a,20,0,0,0,0,1,2,False,0.121266,327680,False
a,8,0,0,0,0,1,0.8,False,0.1213381,327680,False
a,12,0,0,0,0,1,1.2,False,0.1214257,327680,False
a,31,0,0,0,0,1,3.1,False,0.1215239,327680,False
span,27,0,0,0,-1,0.5555556,3,False,0.121663,327680,False
a,43,1,0,0,1,0.8571429,4.3,False,0.1217424,327680,False
span,9,0,0,0,-1,1,1,False,0.121938,327680,False
title,9,0,0,0,1,0.6666667,0.9,False,0.1220968,21299200,False
desc,15,1,0,0,0,0.7777778,1.5,False,0.1221304,17104896,False
a,17,0,0,0,-2,0.75,2.125,False,0.1232632,327680,False
a,16,0,0,0,0,1,2,False,0.1233688,327680,False
div,19,0,0,0,-1,0.8333333,2.714286,False,0.1233852,327680,False
a,9,0,0,0,1,0.8333333,1.125,False,0.1234466,327680,False
div,42,2,0,0,-1,0.8333333,6,False,0.1234572,327680,False
span,6,0,0,0,0,0.5714286,0.8571429,False,0.125235,65536,False
h2,16,0,0,0,0,0.5714286,2.285714,False,0.1255878,65536,False
span,33,0,0,0,3,0.4444444,3.3,False,0.1261583,65536,False
span,34,0,0,0,0,1,3.4,False,0.1266478,65536,False
title,41,0,0,0,4,0,10.25,False,0.0007579435,1077936128,False
a,15,0,0,0,0,0.3333333,3.75,False,0.08815963,0,False
figcaption,19,1,0,0,14,0.375,1.055556,False,0.08961085,65792,False
a,7,0,0,0,7,0.4545455,0.28,False,0.09116276,196608,False
a,5,0,0,0,0,1,0.2,False,0.0913109,196608,False
span,4,0,0,0,-2,0.5,0.173913,False,0.09144187,65536,False
a,7,0,0,0,2,0.5,0.28,False,0.09170216,196608,False
a,5,0,0,0,0,1,0.2,False,0.09185031,196608,False
span,4,0,0,0,-4,0.5,0.1904762,False,0.09373289,65536,False
span,4,0,0,0,0,1,0.1904762,False,0.09377217,65536,False
span,4,0,0,0,0,1,0.1904762,False,0.09404393,65536,False
span,4,0,0,0,0,1,0.1904762,False,0.09408321,65536,False
span,4,0,0,0,0,0.6666667,0.1904762,False,0.09470937,65536,False
span,5,0,0,0,0,1,0.2380952,False,0.09510063,65536,False
span,12,0,0,0,2,1,0.5217391,False,0.09545013,65536,False
a,9,0,0,0,-4,0.8888889,0.4736842,False,0.09577753,65536,False
a,25,1,0,0,2,1,1.190476,False,0.09601572,65536,False
span,39,0,0,0,4,0.8888889,1.56,False,0.09635541,65536,False
span,28,0,0,0,0,1,1.12,False,0.09669427,65536,False
span,37,0,0,0,0,1,1.48,False,0.09703232,65536,False
span,27,0,0,0,0,1,1.08,False,0.09737118,65536,False
a,11,0,0,0,-4,0.8888889,0.5238096,False,0.0976372,65536,False
a,19,0,0,0,2,1,0.8260869,False,0.09785329,65536,False
span,28,0,0,0,2,0.8888889,1.12,False,0.09813158,65536,False
span,37,0,0,0,0,1,1.48,False,0.09846962,65536,False
span,26,0,0,0,0,1,1.04,False,0.09880931,65536,False
a,10,0,0,0,-4,0.8888889,0.4761905,False,0.09907041,65536,False
span,63,0,0,0,4,0.8888889,2.52,False,0.09938309,65536,False
span,21,0,0,0,0,1,0.84,False,0.09973914,65536,False
span,25,0,0,0,-4,1,1.190476,False,0.1001173,65536,False
a,4,0,0,0,-2,0.8888889,0.2105263,False,0.1004193,65536,False
span,4,0,0,0,2,0.8888889,0.1904762,False,0.1007042,65536,False
span,7,0,0,0,0,1,0.3333333,False,0.1011044,65536,False
span,3,0,0,0,2,1,0.1304348,False,0.1014539,65536,False
span,10,0,0,0,0,1,0.4347826,False,0.1017494,65536,False
span,13,0,0,0,0,1,0.5652174,False,0.1020539,65536,False
span,13,0,0,0,-3,1,0.65,False,0.1022618,65536,False
span,11,0,0,0,3,0.8181818,0.4782609,False,0.1024288,134283264,False
a,4,0,0,0,-4,0.6666667,0.2105263,False,0.1054941,196608,False
a,5,0,0,0,0,1,0.2631579,False,0.1056488,196608,False
a,12,0,0,0,2,1,0.5714286,False,0.1058354,196608,False
a,9,0,0,0,-2,1,0.4736842,False,0.1059975,196608,False
a,25,1,0,0,2,1,1.190476,False,0.1061874,196608,False
a,39,0,0,0,2,1,1.695652,False,0.1064125,196608,False
a,28,0,0,0,0,1,1.217391,False,0.1066016,196608,False
a,37,0,0,0,0,1,1.608696,False,0.1067898,196608,False
a,27,0,0,0,0,1,1.173913,False,0.1069789,196608,False
a,11,0,0,0,-2,1,0.5238096,False,0.1071606,196608,False
a,19,0,0,0,2,1,0.8260869,False,0.1073341,196608,False
a,28,0,0,0,0,1,1.217391,False,0.1075085,196608,False
a,37,0,0,0,0,1,1.608696,False,0.1076967,196608,False
a,26,0,0,0,0,1,1.130435,False,0.1078866,196608,False
a,10,0,0,0,-2,1,0.4761905,False,0.1080634,196608,False
a,63,0,0,0,2,1,2.73913,False,0.1082631,196608,False
a,21,0,0,0,0,1,0.9130435,False,0.1084678,196608,False
a,25,0,0,0,-4,1,1.315789,False,0.1086503,196608,False
a,4,0,0,0,0,1,0.2105263,False,0.1088459,196608,False
a,4,0,0,0,0,1,0.2105263,False,0.108981,196608,False
a,7,0,0,0,0,1,0.368421,False,0.1091422,196608,False
a,3,0,0,0,2,1,0.1428571,False,0.1093288,196608,False
a,10,0,0,0,0,1,0.4761905,False,0.1094721,196608,False
a,13,0,0,0,0,1,0.6190476,False,0.1096243,196608,False
span,4,0,0,0,-4,0.5,0.2352941,False,0.1097717,65536,False
a,4,0,0,0,2,0.5,0.2105263,False,0.1100246,196608,False
a,5,0,0,0,0,1,0.2631579,False,0.1101793,196608,False
a,12,0,0,0,2,1,0.5714286,False,0.1103659,196608,False
a,9,0,0,0,-2,1,0.4736842,False,0.110528,196608,False
a,25,1,0,0,2,1,1.190476,False,0.1107179,196608,False
a,39,0,0,0,2,1,1.695652,False,0.110943,196608,False
a,28,0,0,0,0,1,1.217391,False,0.111132,196608,False
a,37,0,0,0,0,1,1.608696,False,0.1113203,196608,False
a,27,0,0,0,0,1,1.173913,False,0.1115094,196608,False
a,11,0,0,0,-2,1,0.5238096,False,0.1116911,196608,False
a,19,0,0,0,2,1,0.8260869,False,0.1118646,196608,False
a,28,0,0,0,0,1,1.217391,False,0.1120389,196608,False
a,37,0,0,0,0,1,1.608696,False,0.1122272,196608,False
a,26,0,0,0,0,1,1.130435,False,0.1124171,196608,False
a,10,0,0,0,-2,1,0.4761905,False,0.1125939,196608,False
a,63,0,0,0,2,1,2.73913,False,0.1127936,196608,False
a,21,0,0,0,0,1,0.9130435,False,0.1129982,196608,False
a,25,0,0,0,-4,1,1.315789,False,0.1131808,196608,False
a,4,0,0,0,0,1,0.2105263,False,0.1133764,196608,False
a,4,0,0,0,0,1,0.2105263,False,0.1135115,196608,False
a,7,0,0,0,0,1,0.368421,False,0.1136727,196608,False
a,3,0,0,0,2,1,0.1428571,False,0.1138593,196608,False
a,10,0,0,0,0,1,0.4761905,False,0.1140026,196608,False
a,13,0,0,0,0,1,0.6190476,False,0.1141548,196608,False
h1,41,0,0,0,-9,0.3076923,3.416667,False,0.1151288,2162880,False
span,12,0,0,0,1,0.7,0.9230769,False,0.1152156,2162888,False
a,8,0,0,0,0,0.8,0.6153846,False,0.1152884,2162888,False
span,5,0,0,0,4,0.6363636,0.2941177,False,0.1167757,65728,False
span,3,0,0,0,-2,1,0.2,False,0.1168166,65728,False
span,5,0,1,0,2,1,0.2941177,False,0.1172774,65728,False
span,3,0,0,0,-2,1,0.2,False,0.1173184,65728,False
span,5,0,1,0,2,1,0.2941177,False,0.1177825,65728,False
span,3,0,0,0,-2,1,0.2,False,0.1178234,65728,False
span,3,0,0,0,2,1,0.1764706,False,0.1183055,65728,False
span,3,0,0,0,-2,1,0.2,False,0.1183448,65728,False
span,3,0,0,0,-1,0.8888889,0.2142857,False,0.1184454,65728,False
span,6,0,0,0,1,1,0.4,False,0.1184675,65728,False
p,61,1,0,1,9,0.7777778,2.541667,False,0.1194072,65736,True
p,185,3,0,1,0,1,7.708333,True,0.1194629,65736,True
p,61,0,0,1,0,1,2.541667,True,0.1196249,65736,True
strong,37,0,0,1,2,0.8,1.423077,True,0.1197461,66248,True
p,83,2,0,1,-2,0.8,3.458333,True,0.119787,65736,True
p,170,1,0,1,0,1,7.083333,True,0.1198607,65736,True
p,138,1,0,1,0,1,5.75,True,0.1200055,65736,True
li,38,1,0,1,1,0.7,1.52,True,0.1201283,65728,True
li,17,0,0,1,0,1,0.68,True,0.1201668,65728,True
li,32,1,0,1,0,1,1.28,True,0.1201881,65728,True
p,182,2,0,1,-1,0.7,7.583333,True,0.1202249,65736,True
h2,36,0,0,3,-1,0.7777778,1.565217,True,0.1211981,65728,True
h3,41,1,0,3,0,0.7777778,1.782609,True,0.1214862,65728,True
p,175,3,0,4,1,0.7777778,7.291667,True,0.121785,65736,True
p,263,5,0,4,0,1,10.95833,True,0.121934,65736,True
p,102,0,0,4,0,1,4.25,True,0.122155,65736,True
em,7,0,0,4,1,0.8888889,0.28,True,0.1222417,65740,True
p,10,0,0,4,-1,0.8888889,0.4166667,True,0.1222515,65736,True
em,7,0,0,4,1,0.8888889,0.28,True,0.122263,65740,True
p,55,1,0,4,-1,0.8888889,2.291667,True,0.1222728,65736,True
em,6,0,0,4,1,0.8888889,0.24,True,0.1223211,65740,True
p,70,2,0,4,-1,0.8888889,2.916667,True,0.1223301,65736,True
strong,8,0,0,4,1,0.8888889,0.32,True,0.1223997,66248,True
p,286,4,0,4,-1,0.8888889,11.91667,True,0.1224136,65736,True
p,428,8,0,4,0,1,17.83333,True,0.1226534,65736,True
strong,8,0,0,4,1,0.8888889,0.32,True,0.123016,66248,True
p,256,4,0,4,-1,0.8888889,10.66667,True,0.1230299,65736,True
strong,6,0,0,4,1,0.8888889,0.24,True,0.123246,66248,True
p,17,0,0,4,-1,0.8888889,0.7083333,True,0.1232583,65736,True
a,50,0,0,4,1,0.8888889,2,True,0.1233492,65736,True
p,2,2,0,4,-1,0.8888889,0.08333334,True,0.1233934,65736,True
h3,58,1,0,3,-1,0.7777778,2.521739,True,0.1242192,65728,True
p,29,2,0,3,1,0.7777778,1.208333,True,0.1245319,65736,True
p,317,5,0,3,0,1,13.20833,True,0.1245614,65736,True
strong,30,0,0,3,1,0.7,1.2,True,0.1248569,66240,True
p,60,0,0,3,-1,0.7,2.5,True,0.1248953,65736,True
em,12,0,0,3,1,0.8888889,0.48,True,0.1249477,65740,True
p,227,5,0,3,-1,0.8888889,9.458333,True,0.1249616,65736,True
p,205,4,0,3,0,1,8.541667,True,0.1251532,65736,True
p,170,3,0,3,0,1,7.083333,True,0.1253267,65736,True
p,89,1,0,3,0,1,3.708333,True,0.1254765,65736,True
p,183,2,0,3,0,1,7.625,True,0.1255551,65736,True
p,226,3,0,3,0,1,9.416667,True,0.1257106,65736,True
p,273,4,0,3,0,1,11.375,True,0.1259013,65736,True
p,194,2,0,3,0,1,8.083333,True,0.1261305,65736,True
a,59,1,0,3,1,0.8888889,2.36,True,0.1263867,65736,True
h3,45,3,0,1,-2,0.7,1.956522,True,0.1272625,65728,True
p,48,0,0,1,1,0.7777778,2,True,0.1275645,65736,True
strong,25,0,0,1,2,0.8,0.9615384,True,0.1276955,66248,True
p,113,2,0,1,-2,0.8,4.708333,True,0.1277266,65736,True
p,132,2,0,1,0,1,5.5,True,0.1278297,65736,True
em,39,0,0,1,2,0.8,1.5,True,0.1279476,66252,True
p,1,1,0,1,-2,0.8,0.04166667,True,0.1279909,65736,True
p,198,3,0,1,0,1,8.25,True,0.1279975,65736,True
p,90,2,0,1,0,1,3.75,True,0.1281653,65736,True
a,26,0,0,1,1,0.8888889,1.04,True,0.1283486,65736,True
p,84,2,0,1,-1,0.8888889,3.5,True,0.1283732,65736,True
h3,52,1,0,1,-1,0.7777778,2.26087,True,0.1292662,65728,True
span,326,4,0,1,2,0.7,13.04,True,0.1296844,65736,True
span,403,7,0,1,0,1,16.12,True,0.1311684,65736,True
span,68,2,0,1,0,1,2.72,True,0.1315343,65736,True
span,310,3,0,1,0,1,12.4,True,0.131626,65736,True
span,23,1,0,1,0,1,0.92,True,0.1319157,65736,True
span,362,7,0,1,0,1,14.48,True,0.1319706,65736,True
h3,52,1,0,1,-2,0.7,2.26087,True,0.1330968,65728,True
span,179,4,0,1,2,0.7,7.16,True,0.1335151,65736,True
span,246,6,0,1,0,1,9.84,True,0.1349025,65736,True
h3,50,4,0,1,-2,0.7,2.173913,True,0.1359338,65728,True
span,142,3,0,1,2,0.7,5.68,True,0.1363504,65736,True
span,107,2,0,1,0,1,4.28,True,0.1365886,65736,True
h3,36,1,0,1,-2,0.7,1.565217,True,0.1375062,65728,True
span,97,3,0,1,2,0.7,3.88,True,0.1379113,65736,True
span,194,3,0,1,0,1,7.76,True,0.1392594,65736,True
span,97,3,0,1,0,1,3.88,True,0.1395402,65736,True
h3,40,0,0,1,-2,0.7,1.73913,True,0.1404495,65728,True
p,9,0,0,1,1,0.7777778,0.375,True,0.1407475,65736,True
em,4,0,0,1,1,0.8888889,0.16,True,0.1407581,65740,True
p,255,5,0,1,-1,0.8888889,10.625,True,0.1407655,65736,True
p,368,5,0,1,0,1,15.33333,True,0.1409799,65736,True
p,174,3,0,1,0,1,7.25,True,0.1412869,65736,True
span,5,0,0,0,-7,0.7,0.2941177,True,0.1422887,65728,False
span,3,0,0,0,-2,1,0.2,False,0.1423297,65728,False
span,5,0,1,0,2,1,0.2941177,False,0.1427905,65728,False
span,3,0,0,0,-2,1,0.2,False,0.1428314,65728,False
span,5,0,1,0,2,1,0.2941177,False,0.1432955,65728,False
span,3,0,0,0,-2,1,0.2,False,0.1433364,65728,False
span,3,0,0,0,2,1,0.1764706,False,0.1438185,65728,False
span,3,0,0,0,-2,1,0.2,False,0.1438578,65728,False
span,3,0,0,0,-1,0.8888889,0.2142857,False,0.1439585,65728,False
span,6,0,0,0,1,1,0.4,False,0.1439806,65728,False
h3,8,0,0,0,-3,0.7777778,0.6666667,False,0.1441263,65728,False
span,12,0,0,0,1,0.5454546,0.9230769,False,0.1447156,327880,False
a,8,0,0,0,0,0.8,0.6153846,False,0.1447885,327880,False
span,15,0,0,0,-2,0.5454546,1.363636,False,0.144935,196800,False
a,15,0,0,0,1,0.8888889,1.25,False,0.1450717,196800,False
a,11,0,0,0,0,1,0.9166667,False,0.1451847,196800,False
h2,46,2,0,0,22,0.3333333,1.352941,False,0.1479815,65536,False
p,105,3,0,0,1,0.75,3,False,0.1483073,65544,False
h2,59,2,0,0,-1,0.75,1.735294,False,0.1486576,65536,False
span,14,1,0,0,9,0.6666667,0.3255814,False,0.1499517,65536,False
h2,13,0,0,0,-21,0.6666667,0.5909091,False,0.1510321,65536,False
h2,18,0,0,0,0,1,0.8181818,False,0.1510468,65536,False
p,57,2,0,0,1,0.75,2.478261,False,0.151619,65544,False
p,69,1,0,0,0,1,3,False,0.1516705,65544,False
a,12,0,0,0,0,0.75,0.5217391,False,0.1521698,65536,False
p,15,0,0,0,-1,0.75,0.6818182,False,0.1574869,65544,False
p,27,0,0,0,0,1,1.227273,False,0.1631707,65544,False
p,102,1,0,0,1,1,4.434783,False,0.1634571,65544,False
span,11,1,0,0,2,0.6666667,0.44,False,0.1639867,65536,False
h5,24,0,0,0,-3,0.6666667,1.090909,False,0.1660199,65536,False
